# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "30" "-t" "CDS" "-g" "transcript_id" "-s" "0" "-p" "-M" "-a" "./trinity_out_dir.Trinity.fasta.transdecoder.gtf" "-o" "NwOut-fc.txt" "SRR9602334UnmappedAligned.sortedByCoord.out.bam" "SRR9602335UnmappedAligned.sortedByCoord.out.bam" "SRR9602336UnmappedAligned.sortedByCoord.out.bam" "SRR9602337UnmappedAligned.sortedByCoord.out.bam" "SRR9602338UnmappedAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9602334UnmappedAligned.sortedByCoord.out.bam	SRR9602335UnmappedAligned.sortedByCoord.out.bam	SRR9602336UnmappedAligned.sortedByCoord.out.bam	SRR9602337UnmappedAligned.sortedByCoord.out.bam	SRR9602338UnmappedAligned.sortedByCoord.out.bam
TRINITY_DN75339_c0_g1_i1.p2	TRINITY_DN75339_c0_g1_i1	2	238	-	237	1	0	0	0	0
TRINITY_DN75342_c0_g1_i1.p1	TRINITY_DN75342_c0_g1_i1	1	261	+	261	2	0	0	0	0
TRINITY_DN75344_c0_g1_i1.p1	TRINITY_DN75344_c0_g1_i1	2	205	-	204	2	0	0	0	0
TRINITY_DN75348_c0_g1_i1.p3	TRINITY_DN75348_c0_g1_i1	6	284	-	279	1	0	0	0	1
TRINITY_DN75349_c0_g1_i1.p1	TRINITY_DN75349_c0_g1_i1	28	258	+	231	2	0	0	0	0
TRINITY_DN75350_c0_g1_i1.p1	TRINITY_DN75350_c0_g1_i1	3	236	-	234	2	0	0	0	0
TRINITY_DN75354_c0_g1_i1.p1	TRINITY_DN75354_c0_g1_i1	1	357	-	357	4	0	1	0	0
TRINITY_DN7535_c0_g1_i1.p2	TRINITY_DN7535_c0_g1_i1	325	564	-	240	0	0	0	0	0
TRINITY_DN75361_c0_g1_i1.p2	TRINITY_DN75361_c0_g1_i1	2	205	-	204	2	0	0	0	0
TRINITY_DN75365_c0_g1_i1.p2	TRINITY_DN75365_c0_g1_i1	3	215	+	213	4	0	0	4	0
TRINITY_DN75365_c0_g1_i1.p4	TRINITY_DN75365_c0_g1_i1	221	412	+	192	0	0	0	0	0
TRINITY_DN75369_c0_g1_i1.p2	TRINITY_DN75369_c0_g1_i1	63	269	-	207	2	0	0	0	0
TRINITY_DN7536_c0_g1_i2.p1	TRINITY_DN7536_c0_g1_i2	1	300	+	300	0	0	0	4	0
TRINITY_DN75376_c0_g1_i1.p1	TRINITY_DN75376_c0_g1_i1	1	231	-	231	1	0	2	0	0
TRINITY_DN75380_c0_g1_i1.p1	TRINITY_DN75380_c0_g1_i1	90	314	-	225	0	0	0	0	0
TRINITY_DN75383_c0_g1_i1.p1	TRINITY_DN75383_c0_g1_i1	1	306	-	306	3	0	0	0	0
TRINITY_DN75384_c0_g1_i1.p1	TRINITY_DN75384_c0_g1_i1	1	249	+	249	2	0	0	0	0
TRINITY_DN75385_c0_g1_i1.p2	TRINITY_DN75385_c0_g1_i1	3	221	+	219	0	2	0	0	0
TRINITY_DN75386_c0_g1_i1.p2	TRINITY_DN75386_c0_g1_i1	2	277	-	276	1	0	0	4	0
TRINITY_DN75388_c0_g1_i1.p3	TRINITY_DN75388_c0_g1_i1	3	290	+	288	2	0	0	0	0
TRINITY_DN75389_c0_g1_i1.p2	TRINITY_DN75389_c0_g1_i1	32	370	-	339	6	4	0	0	0
TRINITY_DN7538_c0_g1_i1.p2	TRINITY_DN7538_c0_g1_i1	3	215	-	213	0	0	0	0	0
TRINITY_DN75394_c0_g1_i1.p2	TRINITY_DN75394_c0_g1_i1	149	328	+	180	0	0	0	0	0
TRINITY_DN75396_c0_g1_i1.p2	TRINITY_DN75396_c0_g1_i1	2	532	+	531	8	0	0	0	0
TRINITY_DN75399_c0_g1_i1.p2	TRINITY_DN75399_c0_g1_i1	3	434	+	432	3	0	0	0	0
TRINITY_DN7539_c0_g1_i1.p2	TRINITY_DN7539_c0_g1_i1	3	302	-	300	9	0	0	0	0
TRINITY_DN75401_c0_g1_i1.p2	TRINITY_DN75401_c0_g1_i1	2	265	-	264	3	0	0	0	0
TRINITY_DN75402_c0_g1_i1.p1	TRINITY_DN75402_c0_g1_i1	3	248	-	246	0	0	0	0	1
TRINITY_DN75403_c0_g1_i1.p2	TRINITY_DN75403_c0_g1_i1	3	320	+	318	1	0	0	2	0
TRINITY_DN75409_c0_g1_i1.p4	TRINITY_DN75409_c0_g1_i1	2	253	-	252	5	0	0	0	0
TRINITY_DN75410_c0_g1_i1.p2	TRINITY_DN75410_c0_g1_i1	3	221	-	219	0	0	2	0	0
TRINITY_DN75413_c0_g1_i1.p1	TRINITY_DN75413_c0_g1_i1	2	268	-	267	3	0	0	0	0
TRINITY_DN75416_c0_g1_i1.p1	TRINITY_DN75416_c0_g1_i1	2	205	+	204	2	0	0	0	0
TRINITY_DN75417_c0_g1_i1.p2	TRINITY_DN75417_c0_g1_i1	3	242	+	240	2	0	0	0	0
TRINITY_DN75418_c0_g1_i1.p1	TRINITY_DN75418_c0_g1_i1	2	328	+	327	1	0	0	0	0
TRINITY_DN75419_c0_g1_i1.p1	TRINITY_DN75419_c0_g1_i1	1	237	+	237	0	0	0	0	0
TRINITY_DN75421_c0_g1_i1.p1	TRINITY_DN75421_c0_g1_i1	3	389	-	387	1	0	2	0	0
TRINITY_DN75423_c0_g1_i1.p1	TRINITY_DN75423_c0_g1_i1	1	405	+	405	1	0	0	0	1
TRINITY_DN75424_c0_g1_i1.p1	TRINITY_DN75424_c0_g1_i1	1	330	-	330	3	0	0	0	0
TRINITY_DN75426_c0_g1_i1.p1	TRINITY_DN75426_c0_g1_i1	57	386	-	330	1	0	2	0	1
TRINITY_DN75430_c0_g1_i1.p1	TRINITY_DN75430_c0_g1_i1	1	246	+	246	1	2	0	0	0
TRINITY_DN75431_c0_g1_i1.p2	TRINITY_DN75431_c0_g1_i1	3	239	-	237	0	0	0	1	0
TRINITY_DN75437_c0_g1_i1.p2	TRINITY_DN75437_c0_g1_i1	1	204	-	204	2	0	0	0	0
TRINITY_DN75438_c0_g1_i1.p2	TRINITY_DN75438_c0_g1_i1	2	421	-	420	3	0	0	0	0
TRINITY_DN75439_c0_g1_i1.p3	TRINITY_DN75439_c0_g1_i1	1	222	-	222	3	0	0	0	0
TRINITY_DN75440_c0_g1_i1.p3	TRINITY_DN75440_c0_g1_i1	2	253	-	252	2	0	0	0	0
TRINITY_DN75442_c0_g1_i1.p1	TRINITY_DN75442_c0_g1_i1	1	321	+	321	2	0	0	0	0
TRINITY_DN75444_c0_g1_i1.p2	TRINITY_DN75444_c0_g1_i1	39	287	+	249	3	0	0	0	0
TRINITY_DN75445_c0_g1_i1.p1	TRINITY_DN75445_c0_g1_i1	1	315	+	315	1	0	0	0	0
TRINITY_DN75447_c0_g1_i1.p3	TRINITY_DN75447_c0_g1_i1	3	254	-	252	0	0	0	2	0
TRINITY_DN75448_c0_g1_i1.p1	TRINITY_DN75448_c0_g1_i1	1	264	+	264	0	0	0	2	0
TRINITY_DN75450_c0_g1_i1.p1	TRINITY_DN75450_c0_g1_i1	101	298	+	198	0	2	0	0	0
TRINITY_DN75452_c0_g1_i1.p1	TRINITY_DN75452_c0_g1_i1	1	210	+	210	2	0	0	0	0
TRINITY_DN75453_c0_g1_i1.p2	TRINITY_DN75453_c0_g1_i1	1	348	-	348	2	0	0	0	0
TRINITY_DN75457_c1_g1_i1.p2	TRINITY_DN75457_c1_g1_i1	2	253	+	252	0	0	0	0	0
TRINITY_DN75459_c0_g1_i1.p1	TRINITY_DN75459_c0_g1_i1	3	200	+	198	0	1	0	0	0
TRINITY_DN75466_c0_g1_i1.p1	TRINITY_DN75466_c0_g1_i1	66	422	-	357	1	2	1	0	0
TRINITY_DN75467_c0_g1_i1.p2	TRINITY_DN75467_c0_g1_i1	2	232	-	231	2	0	0	0	0
TRINITY_DN75471_c0_g1_i1.p2	TRINITY_DN75471_c0_g1_i1	2	352	+	351	2	0	0	0	0
TRINITY_DN75472_c0_g1_i1.p1	TRINITY_DN75472_c0_g1_i1	1	357	-	357	0	1	1	0	1
TRINITY_DN75478_c0_g1_i1.p1	TRINITY_DN75478_c0_g1_i1	3	269	-	267	0	1	0	0	0
TRINITY_DN75480_c0_g1_i1.p1	TRINITY_DN75480_c0_g1_i1	1	198	+	198	0	0	0	0	0
TRINITY_DN75483_c0_g1_i1.p2	TRINITY_DN75483_c0_g1_i1	2	217	+	216	0	0	0	2	0
TRINITY_DN75484_c0_g1_i1.p4	TRINITY_DN75484_c0_g1_i1	77	274	+	198	0	0	0	0	0
TRINITY_DN75485_c0_g1_i1.p1	TRINITY_DN75485_c0_g1_i1	1	207	+	207	0	0	0	2	0
TRINITY_DN75488_c0_g1_i1.p1	TRINITY_DN75488_c0_g1_i1	2	250	+	249	0	0	1	0	0
TRINITY_DN75491_c0_g1_i1.p4	TRINITY_DN75491_c0_g1_i1	1	237	-	237	6	0	0	0	0
TRINITY_DN75492_c0_g1_i1.p2	TRINITY_DN75492_c0_g1_i1	1	603	-	603	8	0	0	0	0
TRINITY_DN75495_c0_g1_i1.p3	TRINITY_DN75495_c0_g1_i1	1	213	-	213	3	0	0	0	0
TRINITY_DN75498_c0_g1_i1.p3	TRINITY_DN75498_c0_g1_i1	3	311	+	309	1	2	0	0	0
TRINITY_DN75499_c0_g1_i1.p1	TRINITY_DN75499_c0_g1_i1	1	303	+	303	2	0	0	0	1
TRINITY_DN75507_c0_g1_i2.p3	TRINITY_DN75507_c0_g1_i2	112	327	+	216	2	0	4	0	0
TRINITY_DN7550_c0_g1_i1.p3	TRINITY_DN7550_c0_g1_i1	649	927	+	279	0	0	0	0	0
TRINITY_DN75512_c0_g1_i1.p2	TRINITY_DN75512_c0_g1_i1	77	274	-	198	2	0	0	0	0
TRINITY_DN75515_c0_g1_i1.p1	TRINITY_DN75515_c0_g1_i1	1	408	+	408	3	0	0	0	0
TRINITY_DN75516_c0_g1_i1.p2	TRINITY_DN75516_c0_g1_i1	3	758	-	756	6	2	0	1	1
TRINITY_DN75517_c0_g1_i1.p1	TRINITY_DN75517_c0_g1_i1	1	264	+	264	0	1	0	1	0
TRINITY_DN7551_c1_g1_i1.p2	TRINITY_DN7551_c1_g1_i1	59	241	-	183	0	0	2	0	2
TRINITY_DN75521_c0_g1_i1.p1	TRINITY_DN75521_c0_g1_i1	3	341	-	339	2	0	0	1	0
TRINITY_DN75525_c0_g1_i1.p1	TRINITY_DN75525_c0_g1_i1	2	292	+	291	4	0	0	0	0
TRINITY_DN75527_c0_g1_i1.p2	TRINITY_DN75527_c0_g1_i1	159	389	+	231	2	0	0	0	0
TRINITY_DN75528_c0_g1_i1.p2	TRINITY_DN75528_c0_g1_i1	2	478	+	477	5	0	0	0	0
TRINITY_DN75530_c0_g1_i1.p3	TRINITY_DN75530_c0_g1_i1	3	203	+	201	2	0	0	0	0
TRINITY_DN75531_c0_g1_i1.p2	TRINITY_DN75531_c0_g1_i1	2	238	-	237	2	0	0	0	0
TRINITY_DN75532_c0_g1_i1.p3	TRINITY_DN75532_c0_g1_i1	3	236	+	234	2	0	0	0	0
TRINITY_DN75537_c0_g1_i1.p1	TRINITY_DN75537_c0_g1_i1	3	221	-	219	0	0	2	0	0
TRINITY_DN7553_c0_g1_i1.p1	TRINITY_DN7553_c0_g1_i1	3	473	-	471	4	0	0	1	2
TRINITY_DN75543_c0_g1_i1.p2	TRINITY_DN75543_c0_g1_i1	3	284	+	282	1	0	0	1	0
TRINITY_DN75545_c0_g1_i1.p2	TRINITY_DN75545_c0_g1_i1	51	632	-	582	4	0	0	0	3
TRINITY_DN75546_c0_g1_i1.p3	TRINITY_DN75546_c0_g1_i1	2	211	+	210	2	0	0	0	0
TRINITY_DN75548_c0_g1_i1.p1	TRINITY_DN75548_c0_g1_i1	1	204	+	204	2	0	0	0	0
TRINITY_DN75550_c0_g1_i1.p1	TRINITY_DN75550_c0_g1_i1	2	232	-	231	0	0	2	0	0
TRINITY_DN75551_c0_g1_i1.p3	TRINITY_DN75551_c0_g1_i1	1	315	-	315	6	0	0	0	0
TRINITY_DN75554_c0_g1_i1.p2	TRINITY_DN75554_c0_g1_i1	1	222	-	222	0	0	0	2	0
TRINITY_DN75555_c0_g1_i1.p3	TRINITY_DN75555_c0_g1_i1	3	260	+	258	2	1	0	0	0
TRINITY_DN75558_c0_g1_i1.p2	TRINITY_DN75558_c0_g1_i1	2	412	-	411	7	0	0	0	0
TRINITY_DN75559_c0_g1_i1.p4	TRINITY_DN75559_c0_g1_i1	3	308	-	306	5	1	0	0	0
TRINITY_DN75565_c0_g1_i1.p1	TRINITY_DN75565_c0_g1_i1	93	278	+	186	0	0	0	0	0
TRINITY_DN75567_c0_g1_i1.p2	TRINITY_DN75567_c0_g1_i1	1	237	+	237	0	0	3	0	0
TRINITY_DN75573_c0_g1_i1.p1	TRINITY_DN75573_c0_g1_i1	113	760	-	648	5	2	0	0	0
TRINITY_DN75574_c0_g1_i1.p1	TRINITY_DN75574_c0_g1_i1	1	246	+	246	2	0	0	0	0
TRINITY_DN75578_c0_g1_i1.p2	TRINITY_DN75578_c0_g1_i1	3	326	+	324	4	0	0	0	0
TRINITY_DN75579_c0_g1_i1.p3	TRINITY_DN75579_c0_g1_i1	2	289	-	288	2	0	0	0	0
TRINITY_DN75581_c0_g1_i1.p2	TRINITY_DN75581_c0_g1_i1	3	236	-	234	2	0	0	0	0
TRINITY_DN7558_c0_g1_i3.p2	TRINITY_DN7558_c0_g1_i3	1	213	-	213	7	38	3	7	18
TRINITY_DN7558_c0_g1_i5.p2	TRINITY_DN7558_c0_g1_i5	1	420	-	420	26	30	6	8	6
TRINITY_DN7558_c0_g1_i7.p1	TRINITY_DN7558_c0_g1_i7	1	420	+	420	2	1	20	4	3
TRINITY_DN75592_c0_g1_i1.p2	TRINITY_DN75592_c0_g1_i1	1	315	-	315	1	0	0	0	1
TRINITY_DN75594_c0_g1_i1.p4	TRINITY_DN75594_c0_g1_i1	2	268	-	267	2	0	0	0	0
TRINITY_DN75596_c0_g1_i1.p2	TRINITY_DN75596_c0_g1_i1	3	191	-	189	1	0	0	0	0
TRINITY_DN755_c0_g2_i1.p2	TRINITY_DN755_c0_g2_i1	392	943	-	552	0	8	14	1	6
TRINITY_DN755_c0_g2_i5.p2	TRINITY_DN755_c0_g2_i5	476	1027	-	552	0	8	11	0	3
TRINITY_DN755_c0_g2_i6.p1	TRINITY_DN755_c0_g2_i6	42	485	-	444	0	15	17	0	4
TRINITY_DN755_c0_g2_i7.p2	TRINITY_DN755_c0_g2_i7	476	1027	-	552	0	8	11	0	3
TRINITY_DN75605_c0_g1_i1.p2	TRINITY_DN75605_c0_g1_i1	3	257	-	255	2	0	0	0	0
TRINITY_DN75606_c0_g1_i1.p2	TRINITY_DN75606_c0_g1_i1	1	210	+	210	2	0	0	0	0
TRINITY_DN75607_c0_g1_i1.p3	TRINITY_DN75607_c0_g1_i1	160	453	-	294	0	0	0	1	0
TRINITY_DN75608_c0_g1_i1.p1	TRINITY_DN75608_c0_g1_i1	2	346	+	345	1	0	2	0	0
TRINITY_DN75609_c0_g1_i1.p2	TRINITY_DN75609_c0_g1_i1	91	510	-	420	2	1	2	0	0
TRINITY_DN7560_c1_g1_i1.p1	TRINITY_DN7560_c1_g1_i1	95	277	+	183	0	0	2	0	0
TRINITY_DN75612_c0_g1_i1.p1	TRINITY_DN75612_c0_g1_i1	1	318	+	318	2	0	0	0	0
TRINITY_DN7561_c0_g1_i1.p1	TRINITY_DN7561_c0_g1_i1	2	481	-	480	0	0	1	0	2
TRINITY_DN7561_c0_g1_i3.p1	TRINITY_DN7561_c0_g1_i3	115	519	-	405	0	2	0	0	0
TRINITY_DN75620_c0_g1_i1.p3	TRINITY_DN75620_c0_g1_i1	2	205	-	204	0	0	0	2	0
TRINITY_DN75621_c0_g1_i1.p2	TRINITY_DN75621_c0_g1_i1	2	232	-	231	1	1	0	0	0
TRINITY_DN75626_c0_g1_i1.p1	TRINITY_DN75626_c0_g1_i1	1	207	+	207	2	0	0	0	0
TRINITY_DN75627_c0_g1_i1.p1	TRINITY_DN75627_c0_g1_i1	1	399	+	399	0	0	0	0	1
TRINITY_DN75631_c0_g1_i1.p1	TRINITY_DN75631_c0_g1_i1	1	204	+	204	4	0	0	0	0
TRINITY_DN75632_c0_g1_i1.p3	TRINITY_DN75632_c0_g1_i1	33	215	-	183	0	0	0	0	4
TRINITY_DN75634_c0_g1_i1.p1	TRINITY_DN75634_c0_g1_i1	3	278	+	276	0	0	0	0	1
TRINITY_DN75635_c0_g1_i1.p2	TRINITY_DN75635_c0_g1_i1	2	241	-	240	2	0	0	0	0
TRINITY_DN75638_c0_g1_i1.p6	TRINITY_DN75638_c0_g1_i1	3	206	-	204	4	0	0	0	0
TRINITY_DN75641_c0_g1_i1.p3	TRINITY_DN75641_c0_g1_i1	2	220	+	219	4	1	0	0	0
TRINITY_DN75645_c0_g1_i1.p3	TRINITY_DN75645_c0_g1_i1	3	239	+	237	8	0	0	0	0
TRINITY_DN75647_c0_g1_i1.p2	TRINITY_DN75647_c0_g1_i1	1	276	-	276	4	0	0	0	0
TRINITY_DN75648_c0_g1_i1.p1	TRINITY_DN75648_c0_g1_i1	3	251	-	249	2	0	0	0	0
TRINITY_DN7564_c0_g1_i1.p1	TRINITY_DN7564_c0_g1_i1	542	1189	-	648	0	2	0	0	0
TRINITY_DN7564_c0_g1_i1.p3	TRINITY_DN7564_c0_g1_i1	1	531	-	531	18	0	0	0	0
TRINITY_DN7564_c0_g1_i1.p8	TRINITY_DN7564_c0_g1_i1	1256	1468	-	213	0	0	0	0	0
TRINITY_DN75651_c0_g1_i1.p1	TRINITY_DN75651_c0_g1_i1	1	405	-	405	4	0	0	0	0
TRINITY_DN75655_c0_g1_i1.p3	TRINITY_DN75655_c0_g1_i1	3	203	+	201	2	0	0	0	0
TRINITY_DN75656_c0_g1_i1.p1	TRINITY_DN75656_c0_g1_i1	1	303	+	303	1	1	0	0	0
TRINITY_DN75658_c0_g1_i1.p1	TRINITY_DN75658_c0_g1_i1	1	216	+	216	2	0	0	0	0
TRINITY_DN75663_c0_g1_i1.p4	TRINITY_DN75663_c0_g1_i1	1	228	-	228	2	0	0	0	0
TRINITY_DN75664_c0_g1_i1.p1	TRINITY_DN75664_c0_g1_i1	2	295	-	294	3	0	0	0	0
TRINITY_DN75666_c0_g1_i1.p1	TRINITY_DN75666_c0_g1_i1	1	519	+	519	3	1	0	2	0
TRINITY_DN75667_c0_g1_i1.p1	TRINITY_DN75667_c0_g1_i1	2	283	-	282	1	0	0	0	0
TRINITY_DN7566_c0_g1_i1.p1	TRINITY_DN7566_c0_g1_i1	3	854	+	852	0	6	1	1	1
TRINITY_DN75670_c0_g1_i1.p1	TRINITY_DN75670_c0_g1_i1	1	228	+	228	2	0	0	0	0
TRINITY_DN75671_c0_g1_i1.p1	TRINITY_DN75671_c0_g1_i1	1	213	+	213	3	0	0	0	0
TRINITY_DN75673_c0_g1_i1.p1	TRINITY_DN75673_c0_g1_i1	3	221	-	219	0	0	0	1	0
TRINITY_DN75679_c0_g1_i1.p1	TRINITY_DN75679_c0_g1_i1	114	428	-	315	0	0	0	2	0
TRINITY_DN75681_c0_g1_i1.p3	TRINITY_DN75681_c0_g1_i1	2	328	+	327	2	1	0	0	0
TRINITY_DN75682_c0_g1_i1.p3	TRINITY_DN75682_c0_g1_i1	1	288	+	288	8	0	0	0	0
TRINITY_DN75690_c0_g1_i1.p3	TRINITY_DN75690_c0_g1_i1	3	224	+	222	0	0	1	1	0
TRINITY_DN75693_c0_g1_i1.p1	TRINITY_DN75693_c0_g1_i1	2	211	+	210	2	0	0	0	0
TRINITY_DN75694_c0_g1_i1.p2	TRINITY_DN75694_c0_g1_i1	3	353	+	351	4	0	1	0	0
TRINITY_DN75698_c0_g1_i1.p2	TRINITY_DN75698_c0_g1_i1	38	238	-	201	2	0	0	0	0
TRINITY_DN7569_c0_g1_i1.p1	TRINITY_DN7569_c0_g1_i1	243	1172	+	930	0	0	0	20	0
TRINITY_DN75702_c0_g1_i1.p2	TRINITY_DN75702_c0_g1_i1	1	306	-	306	1	0	0	1	0
TRINITY_DN75704_c0_g1_i1.p1	TRINITY_DN75704_c0_g1_i1	3	470	+	468	0	4	0	0	1
TRINITY_DN75705_c0_g1_i1.p1	TRINITY_DN75705_c0_g1_i1	1	423	-	423	4	0	0	0	1
TRINITY_DN75709_c0_g1_i1.p1	TRINITY_DN75709_c0_g1_i1	1	216	+	216	0	0	0	0	1
TRINITY_DN75710_c0_g1_i1.p2	TRINITY_DN75710_c0_g1_i1	46	300	-	255	0	0	0	0	0
TRINITY_DN75712_c0_g1_i1.p2	TRINITY_DN75712_c0_g1_i1	2	220	-	219	0	0	0	0	0
TRINITY_DN75715_c0_g1_i1.p2	TRINITY_DN75715_c0_g1_i1	1	339	-	339	2	0	1	0	0
TRINITY_DN75716_c0_g1_i1.p2	TRINITY_DN75716_c0_g1_i1	27	314	+	288	3	0	0	0	0
TRINITY_DN75720_c0_g1_i1.p1	TRINITY_DN75720_c0_g1_i1	3	620	+	618	6	0	0	1	3
TRINITY_DN75725_c0_g1_i1.p1	TRINITY_DN75725_c0_g1_i1	3	227	+	225	3	0	0	0	0
TRINITY_DN75726_c0_g1_i1.p3	TRINITY_DN75726_c0_g1_i1	3	272	-	270	0	0	2	0	0
TRINITY_DN75728_c0_g1_i1.p2	TRINITY_DN75728_c0_g1_i1	3	380	-	378	3	1	0	0	0
TRINITY_DN75736_c0_g1_i1.p2	TRINITY_DN75736_c0_g1_i1	2	214	+	213	3	0	0	0	0
TRINITY_DN7573_c0_g1_i1.p1	TRINITY_DN7573_c0_g1_i1	2	283	+	282	0	3	0	0	0
TRINITY_DN7573_c0_g1_i2.p1	TRINITY_DN7573_c0_g1_i2	2	253	+	252	0	0	2	0	0
TRINITY_DN7574_c0_g1_i1.p2	TRINITY_DN7574_c0_g1_i1	1	282	-	282	5	0	0	0	0
TRINITY_DN75753_c0_g1_i1.p2	TRINITY_DN75753_c0_g1_i1	1	264	-	264	2	0	0	0	0
TRINITY_DN75754_c0_g1_i1.p5	TRINITY_DN75754_c0_g1_i1	41	229	-	189	0	0	3	0	0
TRINITY_DN75762_c0_g1_i1.p1	TRINITY_DN75762_c0_g1_i1	2	229	+	228	5	0	0	0	0
TRINITY_DN75763_c0_g1_i1.p3	TRINITY_DN75763_c0_g1_i1	164	355	-	192	0	0	0	0	0
TRINITY_DN75767_c0_g1_i1.p2	TRINITY_DN75767_c0_g1_i1	2	448	-	447	6	0	0	1	1
TRINITY_DN75769_c0_g1_i1.p1	TRINITY_DN75769_c0_g1_i1	1	216	+	216	3	0	0	0	0
TRINITY_DN7576_c0_g1_i1.p1	TRINITY_DN7576_c0_g1_i1	2	385	+	384	7	0	0	0	0
TRINITY_DN75770_c0_g1_i1.p3	TRINITY_DN75770_c0_g1_i1	3	422	-	420	3	0	0	0	0
TRINITY_DN75771_c0_g1_i1.p1	TRINITY_DN75771_c0_g1_i1	2	205	-	204	6	0	0	0	0
TRINITY_DN75777_c0_g1_i1.p2	TRINITY_DN75777_c0_g1_i1	3	242	+	240	1	0	0	0	0
TRINITY_DN7577_c0_g1_i1.p2	TRINITY_DN7577_c0_g1_i1	2	283	+	282	2	0	0	0	0
TRINITY_DN7577_c0_g1_i2.p1	TRINITY_DN7577_c0_g1_i2	2	427	+	426	2	0	0	1	0
TRINITY_DN75780_c0_g1_i1.p2	TRINITY_DN75780_c0_g1_i1	2	217	-	216	2	0	0	0	0
TRINITY_DN75783_c0_g1_i1.p2	TRINITY_DN75783_c0_g1_i1	2	409	+	408	3	0	0	0	0
TRINITY_DN75785_c0_g1_i1.p1	TRINITY_DN75785_c0_g1_i1	2	247	+	246	0	0	2	0	0
TRINITY_DN75794_c0_g1_i1.p2	TRINITY_DN75794_c0_g1_i1	1	324	-	324	2	0	0	0	0
TRINITY_DN75796_c0_g1_i1.p1	TRINITY_DN75796_c0_g1_i1	1	276	+	276	0	2	0	0	0
TRINITY_DN757_c0_g1_i1.p2	TRINITY_DN757_c0_g1_i1	464	946	-	483	0	0	0	0	0
TRINITY_DN757_c0_g1_i11.p1	TRINITY_DN757_c0_g1_i11	44	1252	-	1209	1	8	2	3	5
TRINITY_DN757_c0_g1_i8.p1	TRINITY_DN757_c0_g1_i8	336	1403	-	1068	0	1	1	0	1
TRINITY_DN757_c0_g1_i8.p4	TRINITY_DN757_c0_g1_i8	3	257	-	255	0	0	1	2	3
TRINITY_DN75801_c0_g1_i1.p2	TRINITY_DN75801_c0_g1_i1	2	208	-	207	2	0	0	0	0
TRINITY_DN75804_c0_g1_i1.p2	TRINITY_DN75804_c0_g1_i1	2	268	+	267	2	0	0	0	0
TRINITY_DN75805_c0_g1_i1.p2	TRINITY_DN75805_c0_g1_i1	3	251	-	249	0	0	0	0	2
TRINITY_DN75806_c0_g1_i1.p3	TRINITY_DN75806_c0_g1_i1	1	204	-	204	0	0	0	0	2
TRINITY_DN75808_c0_g1_i1.p3	TRINITY_DN75808_c0_g1_i1	2	268	-	267	2	0	0	0	0
TRINITY_DN75809_c0_g1_i1.p1	TRINITY_DN75809_c0_g1_i1	1	240	+	240	3	0	0	0	0
TRINITY_DN75811_c0_g1_i1.p2	TRINITY_DN75811_c0_g1_i1	1	261	-	261	0	1	0	0	0
TRINITY_DN75812_c0_g1_i1.p2	TRINITY_DN75812_c0_g1_i1	2	202	-	201	2	0	0	0	0
TRINITY_DN75816_c0_g1_i1.p3	TRINITY_DN75816_c0_g1_i1	1	201	-	201	0	5	1	0	0
TRINITY_DN75817_c0_g1_i1.p3	TRINITY_DN75817_c0_g1_i1	2	250	+	249	2	0	0	0	0
TRINITY_DN75824_c0_g1_i1.p4	TRINITY_DN75824_c0_g1_i1	3	248	+	246	2	0	0	0	0
TRINITY_DN75826_c0_g1_i1.p1	TRINITY_DN75826_c0_g1_i1	3	395	-	393	3	0	0	0	0
TRINITY_DN75827_c0_g1_i1.p1	TRINITY_DN75827_c0_g1_i1	2	433	+	432	3	0	0	0	0
TRINITY_DN75829_c0_g1_i1.p3	TRINITY_DN75829_c0_g1_i1	1	267	-	267	3	0	0	0	0
TRINITY_DN75836_c0_g1_i1.p2	TRINITY_DN75836_c0_g1_i1	1	276	-	276	4	0	0	0	0
TRINITY_DN75838_c0_g1_i1.p1	TRINITY_DN75838_c0_g1_i1	1	240	+	240	2	0	0	0	0
TRINITY_DN75840_c0_g1_i1.p1	TRINITY_DN75840_c0_g1_i1	1	255	+	255	0	0	0	1	1
TRINITY_DN75841_c0_g1_i1.p2	TRINITY_DN75841_c0_g1_i1	2	217	+	216	2	0	0	0	0
TRINITY_DN75842_c0_g1_i1.p1	TRINITY_DN75842_c0_g1_i1	2	259	+	258	2	0	0	0	0
TRINITY_DN75844_c0_g1_i1.p4	TRINITY_DN75844_c0_g1_i1	72	287	-	216	0	0	0	0	1
TRINITY_DN75849_c0_g1_i1.p3	TRINITY_DN75849_c0_g1_i1	3	209	+	207	0	1	0	0	0
TRINITY_DN75852_c0_g1_i1.p3	TRINITY_DN75852_c0_g1_i1	3	236	+	234	2	0	0	0	0
TRINITY_DN75853_c0_g1_i1.p1	TRINITY_DN75853_c0_g1_i1	1	459	-	459	1	2	0	1	0
TRINITY_DN75855_c0_g1_i1.p1	TRINITY_DN75855_c0_g1_i1	124	351	+	228	1	0	0	1	0
TRINITY_DN75859_c0_g1_i1.p2	TRINITY_DN75859_c0_g1_i1	1	363	-	363	4	0	0	0	0
TRINITY_DN75861_c0_g1_i1.p1	TRINITY_DN75861_c0_g1_i1	1	354	-	354	0	0	1	0	0
